-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 1.63934e-05 1.59784e-05
-2.5875 0 0
-2.5625 1.63934e-05 1.09971e-05
-2.5375 2.45902e-05 1.74842e-05
-2.5125 8.19672e-06 7.98918e-06
-2.4875 2.45902e-05 1.30891e-05
-2.4625 2.45902e-05 1.74842e-05
-2.4375 2.45902e-05 1.74842e-05
-2.4125 4.91803e-05 2.34718e-05
-2.3875 0.000106557 3.71575e-05
-2.3625 0.000114754 2.61782e-05
-2.3375 0.000106557 3.1266e-05
-2.3125 0.000303279 7.4473e-05
-2.2875 0.000409836 7.98918e-05
-2.2625 0.00047541 8.02274e-05
-2.2375 0.000622951 7.29462e-05
-2.2125 0.000918033 9.37441e-05
-2.1875 0.00122131 0.000113858
-2.1625 0.0014918 0.000146123
-2.1375 0.00196721 0.000171153
-2.1125 0.00232787 0.000137939
-2.0875 0.00307377 0.000249395
-2.0625 0.0042377 0.000269191
-2.0375 0.00517213 0.000320297
-2.0125 0.00639344 0.000238692
