-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 3.27869e-05 2.19941e-05
-2.5625 4.09836e-05 2.80969e-05
-2.5375 0.000122951 0.0001036
-2.5125 7.37705e-05 3.92673e-05
-2.4875 6.55738e-05 3.91388e-05
-2.4625 0.000131148 7.20193e-05
-2.4375 8.19672e-05 4.56374e-05
-2.4125 0.000131148 7.47656e-05
-2.3875 0.000172131 9.08876e-05
-2.3625 0.000147541 6.94548e-05
-2.3375 0.000270492 0.000124997
-2.3125 0.000393443 0.000135382
-2.2875 0.00057377 0.000199603
-2.2625 0.000713115 0.000204516
-2.2375 0.000877049 0.000296054
-2.2125 0.000819672 0.000272102
-2.1875 0.0012623 0.000350087
-2.1625 0.00159016 0.0004356
-2.1375 0.00187705 0.000416741
-2.1125 0.00222951 0.000415114
-2.0875 0.00293443 0.000436032
-2.0625 0.00370492 0.000495803
-2.0375 0.00418033 0.00047364
-2.0125 0.00568852 0.000557871
-1.9875 0.00722131 0.000684362
-1.9625 0.00893443 0.000660587
